category_min_id,week_num,region,cv_uu
44,32,Tokyo,7
44,33,Niigata,4
44,33,Tokyo,9
44,34,Niigata,7
44,34,Tokyo,13
44,35,Niigata,8
44,35,Tokyo,12
44,36,Niigata,4
44,36,Tokyo,5
44,37,Niigata,5
44,37,Tokyo,14
44,38,Niigata,3
44,38,Tokyo,5
44,39,Niigata,7
44,39,Tokyo,30
44,40,Niigata,4
44,40,Tokyo,11
44,41,Niigata,3
44,41,Tokyo,7
44,42,Niigata,1
44,42,Tokyo,5
44,43,Niigata,4
44,43,Tokyo,5
44,44,Niigata,5
44,44,Tokyo,7
44,45,Niigata,2
44,45,Tokyo,6
44,46,Tokyo,4
45,1,Niigata,30
45,1,Tokyo,4
45,2,Niigata,26
45,2,Tokyo,11
45,3,Niigata,19
45,3,Tokyo,8
45,4,Niigata,18
45,4,Tokyo,9
45,5,Niigata,25
45,5,Tokyo,13
45,6,Niigata,18
45,6,Tokyo,8
45,7,Niigata,23
45,7,Tokyo,6
45,8,Niigata,20
45,8,Tokyo,16
45,9,Niigata,21
45,9,Tokyo,13
45,10,Niigata,21
45,10,Tokyo,9
45,11,Niigata,15
45,11,Tokyo,26
45,12,Niigata,23
45,12,Tokyo,22
45,13,Niigata,14
45,13,Tokyo,19
45,14,Niigata,16
45,14,Tokyo,24
45,15,Niigata,24
45,15,Tokyo,17
45,16,Niigata,25
45,16,Tokyo,14
45,17,Niigata,27
45,17,Tokyo,17
45,18,Niigata,10
45,18,Tokyo,20
45,19,Niigata,15
45,19,Tokyo,24
45,20,Niigata,31
45,20,Tokyo,24
45,21,Niigata,9
45,21,Tokyo,19
45,22,Niigata,15
45,22,Tokyo,27
45,23,Niigata,14
45,23,Tokyo,23
45,24,Niigata,7
45,24,Tokyo,26
45,25,Niigata,17
45,25,Tokyo,12
45,26,Niigata,11
45,26,Tokyo,11
45,27,Niigata,13
45,27,Tokyo,14
45,28,Niigata,11
45,28,Tokyo,9
45,29,Niigata,11
45,29,Tokyo,6
45,30,Niigata,12
45,30,Tokyo,9
45,31,Niigata,15
45,31,Tokyo,8
45,32,Niigata,12
45,32,Tokyo,1
45,33,Niigata,12
45,33,Tokyo,11
45,34,Niigata,9
45,34,Tokyo,9
45,35,Niigata,13
45,35,Tokyo,13
45,36,Niigata,17
45,36,Tokyo,10
45,37,Niigata,10
45,37,Tokyo,12
45,38,Niigata,20
45,38,Tokyo,8
45,39,Niigata,11
45,39,Tokyo,8
45,40,Niigata,13
45,40,Tokyo,12
45,41,Niigata,14
45,41,Tokyo,12
45,42,Niigata,16
45,42,Tokyo,9
45,43,Niigata,16
45,43,Tokyo,11
45,44,Niigata,9
45,44,Tokyo,13
45,45,Niigata,16
45,45,Tokyo,10
45,46,Niigata,9
45,46,Tokyo,6
46,1,Niigata,17
46,2,Niigata,8
46,2,Tokyo,3
46,3,Niigata,15
46,3,Tokyo,5
46,4,Niigata,9
46,4,Tokyo,3
46,5,Niigata,5
46,5,Tokyo,2
46,6,Niigata,8
46,6,Tokyo,4
46,7,Niigata,8
46,7,Tokyo,3
46,8,Niigata,7
46,8,Tokyo,3
46,9,Niigata,8
46,9,Tokyo,3
46,10,Niigata,6
46,10,Tokyo,3
46,11,Niigata,5
46,11,Tokyo,1
46,12,Niigata,8
46,12,Tokyo,4
46,13,Niigata,2
46,14,Niigata,3
46,14,Tokyo,1
46,15,Niigata,8
46,16,Niigata,15
46,17,Niigata,7
46,17,Tokyo,1
46,18,Niigata,4
46,18,Tokyo,2
46,19,Niigata,5
46,19,Tokyo,1
46,20,Niigata,7
46,20,Tokyo,2
46,21,Niigata,6
46,21,Tokyo,2
46,22,Niigata,2
46,22,Tokyo,2
46,23,Niigata,7
46,24,Niigata,3
46,25,Niigata,6
46,25,Tokyo,1
46,26,Niigata,4
46,26,Tokyo,3
46,27,Niigata,7
46,27,Tokyo,2
46,28,Niigata,4
46,28,Tokyo,2
46,29,Niigata,2
46,30,Niigata,4
46,31,Niigata,1
46,31,Tokyo,2
46,32,Niigata,1
46,33,Niigata,3
46,33,Tokyo,1
46,34,Niigata,2
46,34,Tokyo,1
46,35,Niigata,2
46,35,Tokyo,3
46,36,Niigata,3
46,36,Tokyo,3
46,37,Niigata,3
46,37,Tokyo,4
46,38,Niigata,4
46,38,Tokyo,4
46,39,Niigata,1
46,39,Tokyo,2
46,40,Niigata,3
46,40,Tokyo,1
46,41,Niigata,5
46,41,Tokyo,1
46,42,Niigata,4
46,42,Tokyo,4
46,43,Niigata,2
46,43,Tokyo,7
46,44,Niigata,5
46,44,Tokyo,2
46,45,Tokyo,6
46,46,Niigata,3
46,46,Tokyo,6
47,1,Niigata,29
47,2,Niigata,25
47,2,Tokyo,1
47,3,Niigata,18
47,4,Niigata,25
47,5,Niigata,5
47,6,Niigata,3
47,7,Niigata,5
47,7,Tokyo,1
47,8,Tokyo,1
47,9,Niigata,1
47,9,Tokyo,3
47,10,Niigata,2
47,10,Tokyo,1
47,11,Niigata,1
47,11,Tokyo,1
47,12,Niigata,3
47,12,Tokyo,2
47,13,Tokyo,1
47,14,Niigata,6
47,15,Niigata,3
47,16,Niigata,3
47,16,Tokyo,1
47,17,Niigata,2
47,17,Tokyo,1
47,19,Niigata,2
47,19,Tokyo,1
47,20,Niigata,6
47,21,Niigata,4
47,22,Niigata,4
47,23,Niigata,2
47,24,Niigata,7
47,24,Tokyo,1
47,25,Niigata,1
47,26,Niigata,2
47,27,Niigata,1
47,27,Tokyo,1
47,28,Niigata,2
47,29,Niigata,1
47,30,Niigata,3
47,31,Niigata,8
47,32,Niigata,5
47,33,Niigata,5
47,34,Niigata,3
47,35,Niigata,4
47,36,Niigata,3
47,37,Niigata,4
47,38,Niigata,8
47,39,Niigata,8
47,39,Tokyo,1
47,40,Niigata,2
47,40,Tokyo,2
47,41,Niigata,4
47,41,Tokyo,2
47,42,Niigata,4
47,42,Tokyo,1
47,43,Niigata,10
47,44,Niigata,3
47,44,Tokyo,1
47,45,Niigata,6
47,46,Niigata,2
47,46,Tokyo,3
48,1,Tokyo,83
48,2,Tokyo,123
48,3,Tokyo,97
48,4,Tokyo,108
48,5,Tokyo,106
48,6,Tokyo,128
48,7,Tokyo,155
48,8,Tokyo,187
48,9,Tokyo,175
48,10,Tokyo,176
48,11,Tokyo,194
48,12,Tokyo,199
48,13,Tokyo,231
48,14,Tokyo,291
48,15,Tokyo,293
48,16,Tokyo,595
48,17,Tokyo,352
48,18,Tokyo,386
48,19,Tokyo,541
48,20,Tokyo,597
48,21,Tokyo,546
48,22,Tokyo,661
48,23,Tokyo,657
48,24,Tokyo,517
48,25,Tokyo,562
48,26,Tokyo,477
48,27,Tokyo,462
48,28,Tokyo,551
48,29,Tokyo,520
48,30,Tokyo,441
48,31,Tokyo,393
48,32,Tokyo,335
48,33,Tokyo,384
48,34,Tokyo,356
48,35,Tokyo,286
48,36,Tokyo,237
48,37,Tokyo,159
48,38,Tokyo,199
48,39,Tokyo,174
48,40,Tokyo,142
48,41,Tokyo,113
48,42,Tokyo,95
48,43,Tokyo,83
48,44,Tokyo,88
48,45,Tokyo,66
48,46,Tokyo,53
49,1,Niigata,26
49,1,Tokyo,101
49,2,Niigata,39
49,2,Tokyo,156
49,3,Niigata,19
49,3,Tokyo,141
49,4,Niigata,23
49,4,Tokyo,117
49,5,Niigata,22
49,5,Tokyo,112
49,6,Niigata,23
49,6,Tokyo,86
49,7,Niigata,32
49,7,Tokyo,111
49,8,Niigata,29
49,8,Tokyo,130
49,9,Niigata,28
49,9,Tokyo,105
49,10,Niigata,22
49,10,Tokyo,120
49,11,Niigata,29
49,11,Tokyo,126
49,12,Niigata,36
49,12,Tokyo,109
49,13,Niigata,34
49,13,Tokyo,114
49,14,Niigata,29
49,14,Tokyo,136
49,15,Niigata,27
49,15,Tokyo,106
49,16,Niigata,30
49,16,Tokyo,40
49,17,Niigata,24
49,17,Tokyo,54
49,18,Niigata,18
49,18,Tokyo,48
49,19,Niigata,22
49,19,Tokyo,64
49,20,Niigata,26
49,20,Tokyo,49
49,21,Niigata,23
49,21,Tokyo,46
49,22,Niigata,60
49,22,Tokyo,63
49,23,Niigata,33
49,23,Tokyo,70
49,24,Niigata,49
49,24,Tokyo,69
49,25,Niigata,47
49,25,Tokyo,67
49,26,Niigata,50
49,26,Tokyo,56
49,27,Niigata,47
49,27,Tokyo,65
49,28,Niigata,46
49,28,Tokyo,50
49,29,Niigata,45
49,29,Tokyo,45
49,30,Niigata,46
49,30,Tokyo,61
49,31,Niigata,51
49,31,Tokyo,45
49,32,Niigata,42
49,32,Tokyo,50
49,33,Niigata,30
49,33,Tokyo,62
49,34,Niigata,54
49,34,Tokyo,81
49,35,Niigata,53
49,35,Tokyo,71
49,36,Niigata,45
49,36,Tokyo,62
49,37,Niigata,56
49,37,Tokyo,61
49,38,Niigata,57
49,38,Tokyo,51
49,39,Niigata,42
49,39,Tokyo,60
49,40,Niigata,47
49,40,Tokyo,49
49,41,Niigata,63
49,41,Tokyo,66
49,42,Niigata,44
49,42,Tokyo,56
49,43,Niigata,48
49,43,Tokyo,44
49,44,Niigata,44
49,44,Tokyo,50
49,45,Niigata,42
49,45,Tokyo,46
49,46,Niigata,23
49,46,Tokyo,44
50,1,Niigata,7
50,1,Tokyo,7
50,2,Niigata,6
50,2,Tokyo,6
50,3,Niigata,6
50,3,Tokyo,8
50,4,Niigata,5
50,4,Tokyo,4
50,5,Niigata,6
50,5,Tokyo,7
50,6,Niigata,5
50,6,Tokyo,7
50,7,Niigata,5
50,7,Tokyo,1
50,8,Niigata,8
50,8,Tokyo,6
50,9,Niigata,9
50,9,Tokyo,4
50,10,Niigata,4
50,10,Tokyo,5
50,11,Niigata,3
50,11,Tokyo,4
50,12,Niigata,6
50,12,Tokyo,4
50,13,Tokyo,2
50,14,Niigata,2
50,14,Tokyo,1
50,15,Niigata,6
50,15,Tokyo,2
50,16,Niigata,2
50,16,Tokyo,6
50,17,Niigata,4
50,17,Tokyo,7
50,18,Niigata,1
50,18,Tokyo,8
50,19,Niigata,8
50,19,Tokyo,12
50,20,Niigata,4
50,20,Tokyo,7
50,21,Niigata,1
50,21,Tokyo,8
50,22,Niigata,5
50,22,Tokyo,4
50,23,Niigata,4
50,23,Tokyo,2
50,24,Niigata,2
50,24,Tokyo,8
50,25,Niigata,2
50,25,Tokyo,3
50,26,Niigata,3
50,26,Tokyo,2
50,27,Niigata,5
50,27,Tokyo,2
50,28,Niigata,3
50,28,Tokyo,1
50,29,Niigata,2
50,29,Tokyo,1
50,30,Niigata,2
50,31,Niigata,1
50,31,Tokyo,2
50,32,Tokyo,1
50,33,Niigata,3
50,33,Tokyo,1
50,34,Niigata,1
50,34,Tokyo,3
50,35,Tokyo,2
50,36,Tokyo,2
50,37,Tokyo,6
50,38,Niigata,3
50,38,Tokyo,9
50,39,Niigata,1
50,39,Tokyo,2
50,40,Niigata,1
50,41,Niigata,2
50,41,Tokyo,4
50,42,Niigata,2
50,42,Tokyo,1
50,43,Niigata,1
50,44,Niigata,3
50,44,Tokyo,3
50,45,Niigata,3
50,45,Tokyo,1
50,46,Niigata,1
50,46,Tokyo,3
51,1,Niigata,29
51,1,Tokyo,549
51,2,Niigata,35
51,2,Tokyo,324
51,3,Niigata,30
51,3,Tokyo,159
51,4,Niigata,39
51,4,Tokyo,204
51,5,Niigata,27
51,5,Tokyo,235
51,6,Niigata,29
51,6,Tokyo,147
51,7,Niigata,23
51,7,Tokyo,63
51,8,Niigata,31
51,8,Tokyo,46
51,9,Niigata,28
51,9,Tokyo,49
51,10,Niigata,26
51,10,Tokyo,20
51,11,Niigata,25
51,11,Tokyo,8
51,12,Niigata,29
51,12,Tokyo,7
51,13,Niigata,48
51,13,Tokyo,15
51,14,Niigata,46
51,14,Tokyo,18
51,15,Niigata,51
51,15,Tokyo,10
51,16,Niigata,51
51,16,Tokyo,12
51,17,Niigata,44
51,17,Tokyo,13
51,18,Niigata,44
51,18,Tokyo,3
51,19,Niigata,64
51,19,Tokyo,9
51,20,Niigata,55
51,20,Tokyo,9
51,21,Niigata,33
51,21,Tokyo,6
51,22,Niigata,58
51,22,Tokyo,11
51,23,Niigata,47
51,23,Tokyo,6
51,24,Niigata,44
51,24,Tokyo,4
51,25,Niigata,51
51,25,Tokyo,5
51,26,Niigata,52
51,26,Tokyo,6
51,27,Niigata,34
51,27,Tokyo,8
51,28,Niigata,40
51,28,Tokyo,5
51,29,Niigata,21
51,29,Tokyo,3
51,30,Niigata,38
51,30,Tokyo,7
51,31,Niigata,42
51,31,Tokyo,6
51,32,Niigata,23
51,32,Tokyo,8
51,33,Niigata,25
51,33,Tokyo,5
51,34,Niigata,24
51,34,Tokyo,7
51,35,Niigata,30
51,35,Tokyo,11
51,36,Niigata,33
51,36,Tokyo,10
51,37,Niigata,28
51,37,Tokyo,16
51,38,Niigata,26
51,38,Tokyo,10
51,39,Niigata,24
51,39,Tokyo,31
51,40,Niigata,23
51,40,Tokyo,14
51,41,Niigata,28
51,41,Tokyo,5
51,42,Niigata,18
51,42,Tokyo,10
51,43,Niigata,19
51,43,Tokyo,5
51,44,Niigata,10
51,44,Tokyo,6
51,45,Niigata,20
51,45,Tokyo,4
51,46,Niigata,15
51,46,Tokyo,6
53,1,Niigata,79
53,1,Tokyo,245
53,2,Niigata,85
53,2,Tokyo,259
53,3,Niigata,64
53,3,Tokyo,276
53,4,Niigata,76
53,4,Tokyo,257
53,5,Niigata,68
53,5,Tokyo,219
53,6,Niigata,72
53,6,Tokyo,181
53,7,Niigata,61
53,7,Tokyo,202
53,8,Niigata,44
53,8,Tokyo,170
53,9,Niigata,54
53,9,Tokyo,188
53,10,Niigata,45
53,10,Tokyo,183
53,11,Niigata,31
53,11,Tokyo,165
53,12,Niigata,43
53,12,Tokyo,209
53,13,Niigata,26
53,13,Tokyo,190
53,14,Niigata,40
53,14,Tokyo,200
53,15,Niigata,39
53,15,Tokyo,199
53,16,Niigata,50
53,16,Tokyo,163
53,17,Niigata,45
53,17,Tokyo,184
53,18,Niigata,35
53,18,Tokyo,143
53,19,Niigata,32
53,19,Tokyo,221
53,20,Niigata,34
53,20,Tokyo,182
53,21,Niigata,28
53,21,Tokyo,131
53,22,Niigata,36
53,22,Tokyo,139
53,23,Niigata,36
53,23,Tokyo,174
53,24,Niigata,21
53,24,Tokyo,133
53,25,Niigata,23
53,25,Tokyo,156
53,26,Niigata,36
53,26,Tokyo,149
53,27,Niigata,30
53,27,Tokyo,150
53,28,Niigata,24
53,28,Tokyo,171
53,29,Niigata,27
53,29,Tokyo,136
53,30,Niigata,31
53,30,Tokyo,156
53,31,Niigata,40
53,31,Tokyo,147
53,32,Niigata,25
53,32,Tokyo,139
53,33,Niigata,25
53,33,Tokyo,157
53,34,Niigata,33
53,34,Tokyo,186
53,35,Niigata,21
53,35,Tokyo,146
53,36,Niigata,39
53,36,Tokyo,170
53,37,Niigata,36
53,37,Tokyo,146
53,38,Niigata,29
53,38,Tokyo,144
53,39,Niigata,23
53,39,Tokyo,145
53,40,Niigata,44
53,40,Tokyo,154
53,41,Niigata,32
53,41,Tokyo,180
53,42,Niigata,38
53,42,Tokyo,166
53,43,Niigata,31
53,43,Tokyo,162
53,44,Niigata,25
53,44,Tokyo,138
53,45,Niigata,50
53,45,Tokyo,159
53,46,Niigata,25
53,46,Tokyo,116
54,1,Tokyo,65
54,2,Tokyo,83
54,3,Tokyo,100
54,4,Tokyo,115
54,5,Tokyo,129
54,6,Tokyo,116
54,7,Tokyo,125
54,8,Tokyo,104
54,9,Tokyo,241
54,10,Tokyo,230
54,11,Tokyo,139
54,12,Tokyo,179
54,13,Tokyo,162
54,14,Tokyo,188
54,15,Tokyo,141
54,16,Tokyo,149
54,17,Tokyo,174
54,18,Tokyo,145
54,19,Tokyo,162
54,20,Tokyo,140
54,21,Tokyo,147
54,22,Niigata,3
54,22,Tokyo,169
54,23,Tokyo,161
54,24,Tokyo,158
54,25,Tokyo,127
54,26,Tokyo,126
54,27,Tokyo,119
54,28,Tokyo,106
54,29,Tokyo,98
54,30,Tokyo,122
54,31,Tokyo,115
54,32,Tokyo,101
54,33,Tokyo,96
54,34,Tokyo,127
54,35,Tokyo,178
54,36,Tokyo,139
54,37,Tokyo,128
54,38,Tokyo,134
54,39,Tokyo,114
54,40,Tokyo,122
54,41,Tokyo,127
54,42,Tokyo,118
54,43,Tokyo,116
54,44,Tokyo,100
54,45,Tokyo,104
54,46,Tokyo,106
55,1,Niigata,3
55,1,Tokyo,403
55,2,Niigata,5
55,2,Tokyo,399
55,3,Niigata,2
55,3,Tokyo,327
55,4,Niigata,3
55,4,Tokyo,392
55,5,Niigata,1
55,5,Tokyo,315
55,6,Tokyo,275
55,7,Niigata,3
55,7,Tokyo,287
55,8,Tokyo,343
55,9,Tokyo,418
55,10,Tokyo,375
55,11,Tokyo,343
55,12,Niigata,3
55,12,Tokyo,433
55,13,Niigata,1
55,13,Tokyo,563
55,14,Niigata,5
55,14,Tokyo,559
55,15,Niigata,4
55,15,Tokyo,708
55,16,Niigata,3
55,16,Tokyo,631
55,17,Niigata,3
55,17,Tokyo,607
55,18,Tokyo,621
55,19,Niigata,2
55,19,Tokyo,712
55,20,Niigata,5
55,20,Tokyo,806
55,21,Niigata,4
55,21,Tokyo,736
55,22,Niigata,4
55,22,Tokyo,605
55,23,Niigata,1
55,23,Tokyo,757
55,24,Niigata,5
55,24,Tokyo,672
55,25,Tokyo,855
55,26,Niigata,1
55,26,Tokyo,735
55,27,Niigata,1
55,27,Tokyo,987
55,28,Niigata,1
55,28,Tokyo,911
55,29,Niigata,1
55,29,Tokyo,947
55,30,Niigata,1
55,30,Tokyo,801
55,31,Niigata,3
55,31,Tokyo,972
55,32,Niigata,2
55,32,Tokyo,777
55,33,Niigata,1
55,33,Tokyo,778
55,34,Niigata,1
55,34,Tokyo,723
55,35,Niigata,2
55,35,Tokyo,636
55,36,Niigata,2
55,36,Tokyo,527
55,37,Niigata,2
55,37,Tokyo,461
55,38,Niigata,6
55,38,Tokyo,424
55,39,Niigata,5
55,39,Tokyo,413
55,40,Tokyo,358
55,41,Niigata,2
55,41,Tokyo,410
55,42,Niigata,1
55,42,Tokyo,354
55,43,Niigata,5
55,43,Tokyo,312
55,44,Niigata,2
55,44,Tokyo,294
55,45,Niigata,4
55,45,Tokyo,320
55,46,Tokyo,300
56,1,Tokyo,450
56,2,Tokyo,485
56,3,Tokyo,482
56,4,Tokyo,512
56,5,Tokyo,568
56,6,Niigata,2
56,6,Tokyo,524
56,7,Niigata,1
56,7,Tokyo,475
56,8,Tokyo,427
56,9,Niigata,2
56,9,Tokyo,371
56,10,Niigata,1
56,10,Tokyo,410
56,11,Tokyo,368
56,12,Niigata,1
56,12,Tokyo,403
56,13,Tokyo,340
56,14,Niigata,2
56,14,Tokyo,362
56,15,Niigata,1
56,15,Tokyo,379
56,16,Tokyo,459
56,17,Tokyo,392
56,18,Niigata,2
56,18,Tokyo,366
56,19,Tokyo,375
56,20,Tokyo,331
56,21,Tokyo,351
56,22,Tokyo,369
56,23,Tokyo,349
56,24,Niigata,1
56,24,Tokyo,388
56,25,Tokyo,312
56,26,Niigata,1
56,26,Tokyo,300
56,27,Niigata,1
56,27,Tokyo,338
56,28,Tokyo,286
56,29,Tokyo,329
56,30,Tokyo,392
56,31,Niigata,1
56,31,Tokyo,337
56,32,Niigata,1
56,32,Tokyo,374
56,33,Tokyo,469
56,34,Tokyo,453
56,35,Niigata,1
56,35,Tokyo,432
56,36,Tokyo,388
56,37,Niigata,1
56,37,Tokyo,407
56,38,Tokyo,402
56,39,Tokyo,402
56,40,Tokyo,273
56,41,Tokyo,273
56,42,Niigata,1
56,42,Tokyo,255
56,43,Tokyo,273
56,44,Tokyo,194
56,45,Niigata,3
56,45,Tokyo,207
56,46,Tokyo,213
57,1,Niigata,63
57,1,Tokyo,82
57,2,Niigata,59
57,2,Tokyo,62
57,3,Niigata,60
57,3,Tokyo,66
57,4,Niigata,58
57,4,Tokyo,51
57,5,Niigata,49
57,5,Tokyo,53
57,6,Niigata,54
57,6,Tokyo,45
57,7,Niigata,46
57,7,Tokyo,40
57,8,Niigata,57
57,8,Tokyo,52
57,9,Niigata,34
57,9,Tokyo,41
57,10,Niigata,50
57,10,Tokyo,43
57,11,Niigata,47
57,11,Tokyo,32
57,12,Niigata,48
57,12,Tokyo,31
57,13,Niigata,48
57,13,Tokyo,42
57,14,Niigata,44
57,14,Tokyo,21
57,15,Niigata,54
57,15,Tokyo,10
57,16,Niigata,63
57,16,Tokyo,17
57,17,Niigata,60
57,17,Tokyo,18
57,18,Niigata,40
57,18,Tokyo,22
57,19,Niigata,50
57,19,Tokyo,16
57,20,Niigata,55
57,20,Tokyo,20
57,21,Niigata,62
57,21,Tokyo,14
57,22,Niigata,50
57,22,Tokyo,10
57,23,Niigata,56
57,23,Tokyo,14
57,24,Niigata,54
57,24,Tokyo,8
57,25,Niigata,64
57,25,Tokyo,19
57,26,Niigata,63
57,26,Tokyo,14
57,27,Niigata,47
57,27,Tokyo,11
57,28,Niigata,28
57,28,Tokyo,8
57,29,Niigata,54
57,29,Tokyo,10
57,30,Niigata,41
57,30,Tokyo,4
57,31,Niigata,35
57,31,Tokyo,6
57,32,Niigata,40
57,32,Tokyo,9
57,33,Niigata,38
57,33,Tokyo,9
57,34,Niigata,49
57,34,Tokyo,5
57,35,Niigata,48
57,35,Tokyo,6
57,36,Niigata,51
57,36,Tokyo,8
57,37,Niigata,40
57,37,Tokyo,2
57,38,Niigata,45
57,38,Tokyo,7
57,39,Niigata,43
57,39,Tokyo,4
57,40,Niigata,40
57,40,Tokyo,6
57,41,Niigata,37
57,41,Tokyo,8
57,42,Niigata,35
57,42,Tokyo,5
57,43,Niigata,46
57,43,Tokyo,2
57,44,Niigata,25
57,44,Tokyo,6
57,45,Niigata,44
57,45,Tokyo,3
57,46,Niigata,31
57,46,Tokyo,4
58,1,Niigata,27
58,1,Tokyo,463
58,2,Niigata,31
58,2,Tokyo,529
58,3,Niigata,30
58,3,Tokyo,484
58,4,Niigata,27
58,4,Tokyo,474
58,5,Niigata,28
58,5,Tokyo,468
58,6,Niigata,19
58,6,Tokyo,479
58,7,Niigata,13
58,7,Tokyo,454
58,8,Niigata,16
58,8,Tokyo,465
58,9,Niigata,20
58,9,Tokyo,495
58,10,Niigata,23
58,10,Tokyo,490
58,11,Niigata,20
58,11,Tokyo,479
58,12,Niigata,21
58,12,Tokyo,482
58,13,Niigata,23
58,13,Tokyo,519
58,14,Niigata,22
58,14,Tokyo,483
58,15,Niigata,20
58,15,Tokyo,456
58,16,Niigata,11
58,16,Tokyo,469
58,17,Niigata,16
58,17,Tokyo,433
58,18,Niigata,10
58,18,Tokyo,339
58,19,Niigata,16
58,19,Tokyo,509
58,20,Niigata,13
58,20,Tokyo,508
58,21,Niigata,15
58,21,Tokyo,489
58,22,Niigata,16
58,22,Tokyo,511
58,23,Niigata,9
58,23,Tokyo,487
58,24,Niigata,11
58,24,Tokyo,553
58,25,Niigata,11
58,25,Tokyo,462
58,26,Niigata,11
58,26,Tokyo,573
58,27,Niigata,9
58,27,Tokyo,606
58,28,Niigata,11
58,28,Tokyo,607
58,29,Niigata,8
58,29,Tokyo,586
58,30,Niigata,12
58,30,Tokyo,636
58,31,Niigata,13
58,31,Tokyo,733
58,32,Niigata,7
58,32,Tokyo,552
58,33,Niigata,5
58,33,Tokyo,642
58,34,Niigata,8
58,34,Tokyo,619
58,35,Niigata,6
58,35,Tokyo,690
58,36,Niigata,13
58,36,Tokyo,628
58,37,Niigata,4
58,37,Tokyo,604
58,38,Niigata,11
58,38,Tokyo,604
58,39,Niigata,12
58,39,Tokyo,625
58,40,Niigata,5
58,40,Tokyo,695
58,41,Niigata,9
58,41,Tokyo,758
58,42,Niigata,6
58,42,Tokyo,703
58,43,Niigata,12
58,43,Tokyo,717
58,44,Niigata,5
58,44,Tokyo,606
58,45,Niigata,3
58,45,Tokyo,701
58,46,Niigata,3
58,46,Tokyo,667
59,6,Tokyo,1
59,7,Niigata,1
59,7,Tokyo,3
59,11,Tokyo,1
59,13,Tokyo,1
59,14,Niigata,2
59,14,Tokyo,3
59,15,Tokyo,1
59,16,Niigata,1
59,16,Tokyo,2
59,18,Niigata,5
59,18,Tokyo,1
59,19,Niigata,3
59,20,Niigata,1
59,20,Tokyo,1
59,21,Niigata,3
59,21,Tokyo,2
59,22,Niigata,7
59,23,Niigata,4
59,23,Tokyo,2
59,24,Niigata,1
59,24,Tokyo,1
59,25,Niigata,2
59,26,Niigata,2
59,26,Tokyo,3
59,27,Niigata,2
59,27,Tokyo,2
59,28,Niigata,6
59,29,Niigata,6
59,29,Tokyo,1
59,30,Niigata,1
59,31,Tokyo,1
59,33,Tokyo,2
59,34,Niigata,1
59,34,Tokyo,2
59,35,Tokyo,1
59,36,Tokyo,1
59,40,Tokyo,1
59,41,Niigata,2
59,41,Tokyo,2
59,43,Niigata,1
59,45,Niigata,1
59,46,Tokyo,1
60,1,Tokyo,2
60,2,Tokyo,4
60,3,Tokyo,2
60,6,Tokyo,3
60,8,Tokyo,2
60,9,Tokyo,4
60,10,Tokyo,1
60,11,Tokyo,1
60,12,Tokyo,9
60,13,Tokyo,10
60,14,Tokyo,20
60,15,Tokyo,11
60,16,Tokyo,10
60,17,Tokyo,16
60,18,Tokyo,18
60,19,Tokyo,21
60,20,Tokyo,15
60,21,Tokyo,16
60,22,Tokyo,14
60,23,Tokyo,21
60,24,Tokyo,22
60,25,Tokyo,21
60,26,Tokyo,21
60,27,Tokyo,16
60,28,Tokyo,17
60,29,Tokyo,23
60,30,Tokyo,24
60,31,Tokyo,26
60,32,Tokyo,27
60,33,Tokyo,29
60,34,Tokyo,28
60,35,Tokyo,24
60,36,Tokyo,23
60,37,Tokyo,21
60,38,Tokyo,18
60,39,Tokyo,15
60,40,Tokyo,4
60,41,Tokyo,6
60,42,Tokyo,1
60,43,Tokyo,3
60,44,Tokyo,1
60,45,Tokyo,3
60,46,Tokyo,1
61,1,Niigata,43
61,1,Tokyo,81
61,2,Niigata,36
61,2,Tokyo,109
61,3,Niigata,35
61,3,Tokyo,91
61,4,Niigata,34
61,4,Tokyo,102
61,5,Niigata,31
61,5,Tokyo,157
61,6,Niigata,44
61,6,Tokyo,161
61,7,Niigata,21
61,7,Tokyo,137
61,8,Niigata,23
61,8,Tokyo,137
61,9,Niigata,27
61,9,Tokyo,181
61,10,Niigata,32
61,10,Tokyo,165
61,11,Niigata,22
61,11,Tokyo,150
61,12,Niigata,33
61,12,Tokyo,160
61,13,Niigata,32
61,13,Tokyo,164
61,14,Niigata,30
61,14,Tokyo,148
61,15,Niigata,28
61,15,Tokyo,171
61,16,Niigata,37
61,16,Tokyo,182
61,17,Niigata,31
61,17,Tokyo,174
61,18,Niigata,29
61,18,Tokyo,196
61,19,Niigata,30
61,19,Tokyo,206
61,20,Niigata,29
61,20,Tokyo,231
61,21,Niigata,31
61,21,Tokyo,193
61,22,Niigata,45
61,22,Tokyo,236
61,23,Niigata,43
61,23,Tokyo,224
61,24,Niigata,38
61,24,Tokyo,241
61,25,Niigata,37
61,25,Tokyo,232
61,26,Niigata,35
61,26,Tokyo,227
61,27,Niigata,36
61,27,Tokyo,268
61,28,Niigata,39
61,28,Tokyo,242
61,29,Niigata,36
61,29,Tokyo,261
61,30,Niigata,26
61,30,Tokyo,216
61,31,Niigata,24
61,31,Tokyo,206
61,32,Niigata,21
61,32,Tokyo,217
61,33,Niigata,23
61,33,Tokyo,236
61,34,Niigata,33
61,34,Tokyo,237
61,35,Niigata,32
61,35,Tokyo,259
61,36,Niigata,20
61,36,Tokyo,229
61,37,Niigata,18
61,37,Tokyo,227
61,38,Niigata,16
61,38,Tokyo,217
